Previous_Crop,Soil_Type,State,Recommended_Crop,Alternative_Crop,Reason
Pigeon Pea,Clayey,West Bengal,Wheat,Rice,Legume-based nutrient restoration and pest cycle break
Cotton,Alluvial,Uttar Pradesh,Soybean,Chickpea,Legume-based nutrient restoration and pest cycle break
Sugarcane,Sandy,West Bengal,Lentil,Black Gram,Legume-based nutrient restoration and pest cycle break
Wheat,Clayey,Tamil Nadu,Soybean,Lentil,Legume-based nutrient restoration and pest cycle break
Sunflower,Laterite,Maharashtra,Cowpea,Chickpea,Legume-based nutrient restoration and pest cycle break
Green Gram,Red,West Bengal,Sugarcane,Wheat,Legume-based nutrient restoration and pest cycle break
Rice,Black,West Bengal,Black Gram,Groundnut,Legume-based nutrient restoration and pest cycle break
Sunflower,Sandy,Odisha,Mustard,Chickpea,Legume-based nutrient restoration and pest cycle break
Potato,Alluvial,Maharashtra,Black Gram,Green Gram,Legume-based nutrient restoration and pest cycle break
Maize,Clayey,Uttar Pradesh,Lentil,Chickpea,Legume-based nutrient restoration and pest cycle break
Sunflower,Sandy,Punjab,Green Gram,Cowpea,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Laterite,Uttar Pradesh,Cotton,Maize,Legume-based nutrient restoration and pest cycle break
Groundnut,Alluvial,Tamil Nadu,Wheat,Maize,Legume-based nutrient restoration and pest cycle break
Lentil,Laterite,Odisha,Rice,Sugarcane,Legume-based nutrient restoration and pest cycle break
Sunflower,Red,West Bengal,Cowpea,Groundnut,Legume-based nutrient restoration and pest cycle break
Potato,Black,Tamil Nadu,Pigeon Pea,Soybean,Legume-based nutrient restoration and pest cycle break
Black Gram,Sandy,Uttar Pradesh,Wheat,Cotton,Legume-based nutrient restoration and pest cycle break
Lentil,Alluvial,Punjab,Mustard,Maize,Legume-based nutrient restoration and pest cycle break
Soybean,Clayey,Tamil Nadu,Maize,Potato,Legume-based nutrient restoration and pest cycle break
Mustard,Alluvial,Maharashtra,Lentil,Rice,Legume-based nutrient restoration and pest cycle break
Cotton,Sandy,Maharashtra,Black Gram,Chickpea,Legume-based nutrient restoration and pest cycle break
Cotton,Clayey,Uttar Pradesh,Chickpea,Lentil,Legume-based nutrient restoration and pest cycle break
Mustard,Red,Punjab,Groundnut,Rice,Legume-based nutrient restoration and pest cycle break
Sunflower,Alluvial,Maharashtra,Rice,Lentil,Legume-based nutrient restoration and pest cycle break
Black Gram,Black,Uttar Pradesh,Maize,Sugarcane,Legume-based nutrient restoration and pest cycle break
Lentil,Red,Uttar Pradesh,Cotton,Sugarcane,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Alluvial,Tamil Nadu,Mustard,Maize,Legume-based nutrient restoration and pest cycle break
Soybean,Clayey,Maharashtra,Potato,Maize,Legume-based nutrient restoration and pest cycle break
Cowpea,Red,Punjab,Maize,Rice,Legume-based nutrient restoration and pest cycle break
Sunflower,Sandy,West Bengal,Cowpea,Mustard,Legume-based nutrient restoration and pest cycle break
Maize,Laterite,Uttar Pradesh,Black Gram,Groundnut,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Sandy,West Bengal,Cotton,Rice,Legume-based nutrient restoration and pest cycle break
Sugarcane,Sandy,Punjab,Lentil,Chickpea,Legume-based nutrient restoration and pest cycle break
Groundnut,Sandy,Maharashtra,Cotton,Rice,Legume-based nutrient restoration and pest cycle break
Soybean,Red,Punjab,Rice,Sugarcane,Legume-based nutrient restoration and pest cycle break
Cowpea,Sandy,Maharashtra,Mustard,Cotton,Legume-based nutrient restoration and pest cycle break
Rice,Clayey,Uttar Pradesh,Chickpea,Lentil,Legume-based nutrient restoration and pest cycle break
Black Gram,Black,Punjab,Sugarcane,Cotton,Legume-based nutrient restoration and pest cycle break
Mustard,Red,West Bengal,Cowpea,Green Gram,Legume-based nutrient restoration and pest cycle break
Potato,Clayey,Uttar Pradesh,Chickpea,Lentil,Legume-based nutrient restoration and pest cycle break
Maize,Red,Tamil Nadu,Cowpea,Green Gram,Legume-based nutrient restoration and pest cycle break
Chickpea,Sandy,Maharashtra,Maize,Rice,Legume-based nutrient restoration and pest cycle break
Wheat,Alluvial,Punjab,Black Gram,Lentil,Legume-based nutrient restoration and pest cycle break
Chickpea,Laterite,Tamil Nadu,Rice,Cotton,Legume-based nutrient restoration and pest cycle break
Mustard,Laterite,Punjab,Wheat,Chickpea,Legume-based nutrient restoration and pest cycle break
Wheat,Sandy,Tamil Nadu,Green Gram,Cowpea,Legume-based nutrient restoration and pest cycle break
Groundnut,Black,Odisha,Cotton,Maize,Legume-based nutrient restoration and pest cycle break
Cotton,Sandy,Maharashtra,Green Gram,Chickpea,Legume-based nutrient restoration and pest cycle break
Groundnut,Alluvial,West Bengal,Maize,Cotton,Legume-based nutrient restoration and pest cycle break
Chickpea,Black,Punjab,Rice,Wheat,Legume-based nutrient restoration and pest cycle break
Soybean,Black,Tamil Nadu,Rice,Sugarcane,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Laterite,Tamil Nadu,Sugarcane,Rice,Legume-based nutrient restoration and pest cycle break
Lentil,Sandy,Odisha,Mustard,Maize,Legume-based nutrient restoration and pest cycle break
Sugarcane,Black,West Bengal,Green Gram,Soybean,Legume-based nutrient restoration and pest cycle break
Maize,Clayey,Odisha,Soybean,Green Gram,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Red,Uttar Pradesh,Maize,Cotton,Legume-based nutrient restoration and pest cycle break
Black Gram,Red,Punjab,Wheat,Sugarcane,Legume-based nutrient restoration and pest cycle break
Wheat,Laterite,Punjab,Green Gram,Chickpea,Legume-based nutrient restoration and pest cycle break
Potato,Laterite,Tamil Nadu,Green Gram,Chickpea,Legume-based nutrient restoration and pest cycle break
Rice,Black,Tamil Nadu,Black Gram,Pigeon Pea,Legume-based nutrient restoration and pest cycle break
Cowpea,Sandy,Odisha,Maize,Wheat,Legume-based nutrient restoration and pest cycle break
Cotton,Laterite,Uttar Pradesh,Green Gram,Chickpea,Legume-based nutrient restoration and pest cycle break
Lentil,Laterite,Odisha,Sugarcane,Cotton,Legume-based nutrient restoration and pest cycle break
Cotton,Black,Maharashtra,Green Gram,Black Gram,Legume-based nutrient restoration and pest cycle break
Potato,Alluvial,Maharashtra,Lentil,Black Gram,Legume-based nutrient restoration and pest cycle break
Black Gram,Alluvial,Odisha,Wheat,Mustard,Legume-based nutrient restoration and pest cycle break
Green Gram,Clayey,Odisha,Wheat,Cotton,Legume-based nutrient restoration and pest cycle break
Mustard,Sandy,West Bengal,Cowpea,Lentil,Legume-based nutrient restoration and pest cycle break
Chickpea,Laterite,Tamil Nadu,Rice,Cotton,Legume-based nutrient restoration and pest cycle break
Sugarcane,Laterite,Maharashtra,Groundnut,Black Gram,Legume-based nutrient restoration and pest cycle break
Green Gram,Alluvial,West Bengal,Maize,Cotton,Legume-based nutrient restoration and pest cycle break
Groundnut,Black,Odisha,Wheat,Sugarcane,Legume-based nutrient restoration and pest cycle break
Maize,Red,Punjab,Pigeon Pea,Cowpea,Legume-based nutrient restoration and pest cycle break
Soybean,Black,Maharashtra,Cotton,Wheat,Legume-based nutrient restoration and pest cycle break
Rice,Laterite,Punjab,Cowpea,Groundnut,Legume-based nutrient restoration and pest cycle break
Green Gram,Sandy,Maharashtra,Mustard,Rice,Legume-based nutrient restoration and pest cycle break
Groundnut,Alluvial,Odisha,Cotton,Maize,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Clayey,Tamil Nadu,Rice,Wheat,Legume-based nutrient restoration and pest cycle break
Groundnut,Clayey,Tamil Nadu,Wheat,Cotton,Legume-based nutrient restoration and pest cycle break
Green Gram,Laterite,Tamil Nadu,Sugarcane,Rice,Legume-based nutrient restoration and pest cycle break
Potato,Alluvial,Odisha,Chickpea,Lentil,Legume-based nutrient restoration and pest cycle break
Wheat,Sandy,Maharashtra,Green Gram,Cowpea,Legume-based nutrient restoration and pest cycle break
Maize,Clayey,Uttar Pradesh,Soybean,Chickpea,Legume-based nutrient restoration and pest cycle break
Sugarcane,Clayey,West Bengal,Green Gram,Lentil,Legume-based nutrient restoration and pest cycle break
Rice,Laterite,Uttar Pradesh,Groundnut,Black Gram,Legume-based nutrient restoration and pest cycle break
Cotton,Alluvial,West Bengal,Lentil,Green Gram,Legume-based nutrient restoration and pest cycle break
Chickpea,Clayey,Punjab,Cotton,Potato,Legume-based nutrient restoration and pest cycle break
Maize,Laterite,Tamil Nadu,Black Gram,Green Gram,Legume-based nutrient restoration and pest cycle break
Soybean,Sandy,Uttar Pradesh,Wheat,Mustard,Legume-based nutrient restoration and pest cycle break
Rice,Black,Uttar Pradesh,Pigeon Pea,Soybean,Legume-based nutrient restoration and pest cycle break
Black Gram,Clayey,Punjab,Maize,Potato,Legume-based nutrient restoration and pest cycle break
Sunflower,Laterite,Tamil Nadu,Wheat,Rice,Legume-based nutrient restoration and pest cycle break
Soybean,Sandy,Maharashtra,Maize,Rice,Legume-based nutrient restoration and pest cycle break
Maize,Alluvial,Punjab,Green Gram,Chickpea,Legume-based nutrient restoration and pest cycle break
Potato,Laterite,Maharashtra,Groundnut,Chickpea,Legume-based nutrient restoration and pest cycle break
Mustard,Clayey,Maharashtra,Lentil,Wheat,Legume-based nutrient restoration and pest cycle break
Black Gram,Alluvial,Uttar Pradesh,Rice,Wheat,Legume-based nutrient restoration and pest cycle break
Mustard,Clayey,Tamil Nadu,Rice,Potato,Legume-based nutrient restoration and pest cycle break
Groundnut,Black,Maharashtra,Cotton,Maize,Legume-based nutrient restoration and pest cycle break
Black Gram,Alluvial,Tamil Nadu,Cotton,Rice,Legume-based nutrient restoration and pest cycle break
Mustard,Sandy,Odisha,Cowpea,Black Gram,Legume-based nutrient restoration and pest cycle break
Mustard,Black,Punjab,Groundnut,Pigeon Pea,Legume-based nutrient restoration and pest cycle break
Sunflower,Alluvial,Uttar Pradesh,Chickpea,Lentil,Legume-based nutrient restoration and pest cycle break
Mustard,Red,Odisha,Pigeon Pea,Green Gram,Legume-based nutrient restoration and pest cycle break
Groundnut,Clayey,Uttar Pradesh,Rice,Wheat,Legume-based nutrient restoration and pest cycle break
Potato,Laterite,Tamil Nadu,Groundnut,Green Gram,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Sandy,Maharashtra,Cotton,Wheat,Legume-based nutrient restoration and pest cycle break
Chickpea,Black,West Bengal,Cotton,Wheat,Legume-based nutrient restoration and pest cycle break
Cotton,Laterite,West Bengal,Black Gram,Green Gram,Legume-based nutrient restoration and pest cycle break
Green Gram,Clayey,Tamil Nadu,Potato,Cotton,Legume-based nutrient restoration and pest cycle break
Cotton,Red,West Bengal,Pigeon Pea,Green Gram,Legume-based nutrient restoration and pest cycle break
Cotton,Sandy,West Bengal,Black Gram,Cowpea,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Red,Uttar Pradesh,Sugarcane,Wheat,Legume-based nutrient restoration and pest cycle break
Black Gram,Alluvial,Odisha,Mustard,Maize,Legume-based nutrient restoration and pest cycle break
Maize,Black,West Bengal,Green Gram,Groundnut,Legume-based nutrient restoration and pest cycle break
Soybean,Red,Odisha,Cotton,Rice,Legume-based nutrient restoration and pest cycle break
Cowpea,Sandy,Uttar Pradesh,Mustard,Rice,Legume-based nutrient restoration and pest cycle break
Groundnut,Sandy,Punjab,Cotton,Rice,Legume-based nutrient restoration and pest cycle break
Maize,Black,West Bengal,Black Gram,Groundnut,Legume-based nutrient restoration and pest cycle break
Sunflower,Black,Maharashtra,Soybean,Groundnut,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Black,Uttar Pradesh,Rice,Maize,Legume-based nutrient restoration and pest cycle break
Green Gram,Red,Odisha,Maize,Sugarcane,Legume-based nutrient restoration and pest cycle break
Sunflower,Red,Maharashtra,Cowpea,Pigeon Pea,Legume-based nutrient restoration and pest cycle break
Lentil,Clayey,Tamil Nadu,Rice,Wheat,Legume-based nutrient restoration and pest cycle break
Green Gram,Alluvial,Tamil Nadu,Wheat,Rice,Legume-based nutrient restoration and pest cycle break
Potato,Red,Uttar Pradesh,Green Gram,Black Gram,Legume-based nutrient restoration and pest cycle break
Maize,Black,Tamil Nadu,Black Gram,Pigeon Pea,Legume-based nutrient restoration and pest cycle break
Chickpea,Laterite,Maharashtra,Wheat,Cotton,Legume-based nutrient restoration and pest cycle break
Black Gram,Black,Uttar Pradesh,Rice,Wheat,Legume-based nutrient restoration and pest cycle break
Potato,Black,West Bengal,Black Gram,Groundnut,Legume-based nutrient restoration and pest cycle break
Black Gram,Sandy,West Bengal,Rice,Cotton,Legume-based nutrient restoration and pest cycle break
Green Gram,Laterite,Punjab,Rice,Maize,Legume-based nutrient restoration and pest cycle break
Sugarcane,Alluvial,West Bengal,Black Gram,Chickpea,Legume-based nutrient restoration and pest cycle break
Black Gram,Alluvial,Tamil Nadu,Cotton,Maize,Legume-based nutrient restoration and pest cycle break
Sunflower,Red,Punjab,Pigeon Pea,Groundnut,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Laterite,Tamil Nadu,Cotton,Rice,Legume-based nutrient restoration and pest cycle break
Black Gram,Red,Odisha,Wheat,Cotton,Legume-based nutrient restoration and pest cycle break
Lentil,Alluvial,Uttar Pradesh,Mustard,Cotton,Legume-based nutrient restoration and pest cycle break
Cowpea,Black,Uttar Pradesh,Rice,Maize,Legume-based nutrient restoration and pest cycle break
Groundnut,Black,West Bengal,Sugarcane,Maize,Legume-based nutrient restoration and pest cycle break
Groundnut,Red,Maharashtra,Sugarcane,Maize,Legume-based nutrient restoration and pest cycle break
Cotton,Alluvial,Maharashtra,Chickpea,Lentil,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Alluvial,Uttar Pradesh,Maize,Rice,Legume-based nutrient restoration and pest cycle break
Sugarcane,Red,West Bengal,Pigeon Pea,Groundnut,Legume-based nutrient restoration and pest cycle break
Lentil,Black,Tamil Nadu,Maize,Cotton,Legume-based nutrient restoration and pest cycle break
Cowpea,Clayey,Tamil Nadu,Rice,Cotton,Legume-based nutrient restoration and pest cycle break
Wheat,Sandy,Tamil Nadu,Lentil,Green Gram,Legume-based nutrient restoration and pest cycle break
Chickpea,Red,Tamil Nadu,Sugarcane,Cotton,Legume-based nutrient restoration and pest cycle break
Chickpea,Black,Punjab,Wheat,Sugarcane,Legume-based nutrient restoration and pest cycle break
Cotton,Clayey,Tamil Nadu,Black Gram,Soybean,Legume-based nutrient restoration and pest cycle break
Lentil,Alluvial,Maharashtra,Cotton,Maize,Legume-based nutrient restoration and pest cycle break
Lentil,Clayey,Maharashtra,Potato,Wheat,Legume-based nutrient restoration and pest cycle break
Black Gram,Sandy,West Bengal,Rice,Mustard,Legume-based nutrient restoration and pest cycle break
Maize,Alluvial,Tamil Nadu,Soybean,Green Gram,Legume-based nutrient restoration and pest cycle break
Sunflower,Laterite,Odisha,Black Gram,Cowpea,Legume-based nutrient restoration and pest cycle break
Soybean,Sandy,Tamil Nadu,Cotton,Maize,Legume-based nutrient restoration and pest cycle break
Lentil,Black,Uttar Pradesh,Sugarcane,Cotton,Legume-based nutrient restoration and pest cycle break
Rice,Alluvial,Uttar Pradesh,Lentil,Green Gram,Legume-based nutrient restoration and pest cycle break
Maize,Alluvial,Odisha,Chickpea,Green Gram,Legume-based nutrient restoration and pest cycle break
Wheat,Sandy,Uttar Pradesh,Cowpea,Lentil,Legume-based nutrient restoration and pest cycle break
Sunflower,Black,Uttar Pradesh,Rice,Cotton,Legume-based nutrient restoration and pest cycle break
Lentil,Red,West Bengal,Sugarcane,Cotton,Legume-based nutrient restoration and pest cycle break
Sunflower,Black,Uttar Pradesh,Soybean,Rice,Legume-based nutrient restoration and pest cycle break
Sugarcane,Alluvial,West Bengal,Lentil,Green Gram,Legume-based nutrient restoration and pest cycle break
Green Gram,Clayey,Maharashtra,Wheat,Maize,Legume-based nutrient restoration and pest cycle break
Soybean,Black,Uttar Pradesh,Sugarcane,Maize,Legume-based nutrient restoration and pest cycle break
Green Gram,Sandy,Odisha,Maize,Rice,Legume-based nutrient restoration and pest cycle break
Potato,Black,Tamil Nadu,Soybean,Pigeon Pea,Legume-based nutrient restoration and pest cycle break
Sunflower,Laterite,Maharashtra,Chickpea,Rice,Legume-based nutrient restoration and pest cycle break
Lentil,Laterite,Maharashtra,Wheat,Cotton,Legume-based nutrient restoration and pest cycle break
Lentil,Red,Maharashtra,Rice,Maize,Legume-based nutrient restoration and pest cycle break
Maize,Clayey,Tamil Nadu,Lentil,Chickpea,Legume-based nutrient restoration and pest cycle break
Chickpea,Laterite,Maharashtra,Wheat,Sugarcane,Legume-based nutrient restoration and pest cycle break
Pigeon Pea,Black,Odisha,Sugarcane,Rice,Legume-based nutrient restoration and pest cycle break
Maize,Sandy,West Bengal,Black Gram,Chickpea,Legume-based nutrient restoration and pest cycle break
